日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20220729,2514,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2515,ＮＥＸＴ　ＦＵＮＤＳ　外国ＲＥＩＴ・Ｓ＆Ｐ先進国ＲＥＩＴ指数（除く日本・為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2516,東証マザーズＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2517,ＭＡＸＩＳ　Ｊリート・コア上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2518,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩ日本株女性活躍指数（セレクト）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2519,ＮＥＸＴ　ＦＵＮＤＳ　新興国債券・Ｊ．Ｐ．モルガン・エマージング・マーケット・ボンド・インデックス・プラス（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2520,ＮＥＸＴ　ＦＵＮＤＳ　新興国株式・ＭＳＣＩエマージング・マーケット・インデックス（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2521,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）為替ヘッジあり,ETF・ETN,-,-,-,-,-,-
20220729,2522,ｉシェアーズ　オートメーション　＆　ロボット　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2523,ＭＡＸＩＳトピックス（除く金融）上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2524,ＮＺＡＭ　上場投信　ＴＯＰＩＸ,ETF・ETN,-,-,-,-,-,-
20220729,2525,ＮＺＡＭ　上場投信　日経２２５,ETF・ETN,-,-,-,-,-,-
20220729,2526,ＮＺＡＭ　上場投信　ＪＰＸ日経４００,ETF・ETN,-,-,-,-,-,-
20220729,2527,ＮＺＡＭ　上場投信　東証ＲＥＩＴ　Ｃｏｒｅ指数,ETF・ETN,-,-,-,-,-,-
20220729,2528,ダイワ上場投信－東証ＲＥＩＴ　Ｃｏｒｅ指数,ETF・ETN,-,-,-,-,-,-
20220729,2529,ＮＥＸＴ　ＦＵＮＤＳ　野村株主還元７０連動型上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2530,ＭＡＸＩＳ　ＨｕａＡｎ中国株式（上海１８０Ａ株）上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2552,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型（ミニ）,ETF・ETN,-,-,-,-,-,-
20220729,2553,Ｏｎｅ　ＥＴＦ　南方　中国Ａ株　ＣＳＩ５００,ETF・ETN,-,-,-,-,-,-
20220729,2554,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国投資適格社債（１－１０年）インデックス（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2555,東証ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2556,Ｏｎｅ　ＥＴＦ　東証ＲＥＩＴ指数,ETF・ETN,-,-,-,-,-,-
20220729,2557,ＳＭＤＡＭ　トピックス上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2558,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2559,ＭＡＸＩＳ全世界株式（オール・カントリー）上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2560,ＭＡＸＩＳカーボン・エフィシェント日本株上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2561,ｉシェアーズ・コア　日本国債　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2562,上場インデックスファンド米国株式（ダウ平均）為替ヘッジあり,ETF・ETN,-,-,-,-,-,-
20220729,2563,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20220729,2564,グローバルＸ　ＭＳＣＩスーパーディビィデンド－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2565,グローバルＸ　ロジスティクス・Ｊ－ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2566,上場インデックスファンド日経ＥＳＧリート,ETF・ETN,-,-,-,-,-,-
20220729,2567,ＮＺＡＭ　上場投信　Ｓ＆Ｐ／ＪＰＸカーボン・エフィシェント指数,ETF・ETN,-,-,-,-,-,-
20220729,2568,上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジなし,ETF・ETN,-,-,-,-,-,-
20220729,2569,上場インデックスファンド米国株式（ＮＡＳＤＡＱ１００）為替ヘッジあり,ETF・ETN,-,-,-,-,-,-
20220729,2620,ｉシェアーズ　米国債１－３年　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2621,ｉシェアーズ　米国債２０年超　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20220729,2622,ｉシェアーズ　米ドル建て新興国債券　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20220729,2623,ｉシェアーズ　ユーロ建て投資適格社債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20220729,2624,ｉＦｒｅｅＥＴＦ　日経２２５（年４回決算型）,ETF・ETN,-,-,-,-,-,-
20220729,2625,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年４回決算型）,ETF・ETN,-,-,-,-,-,-
20220729,2626,グローバルＸ　デジタル・イノベーション－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2627,グローバルＸ　ｅコマース－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2628,ｉＦｒｅｅＥＴＦ　中国科創板５０（ＳＴＡＲ５０）,ETF・ETN,-,-,-,-,-,-
20220729,2629,ｉＦｒｅｅＥＴＦ　中国グレーターベイエリア・イノベーション１００（ＧＢＡ１００）,ETF・ETN,-,-,-,-,-,-
20220729,2630,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20220729,2631,ＭＡＸＩＳナスダック１００上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2632,ＭＡＸＩＳナスダック１００上場投信（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20220729,2633,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2634,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　指数（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2635,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　ＥＳＧ指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2636,グローバルＸ　ＭＳＣＩ　ガバナンス・クオリティ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2637,グローバルＸ　クリーンテック　ＥＳＧ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2638,グローバルＸ　ロボティクス＆ＡＩ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2639,グローバルＸ　バイオ＆メドテック－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2640,グローバルＸ　ゲーム＆アニメ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2641,グローバルＸ　グローバルリーダーズ　ＥＳＧ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2642,ＳＭＴ　ＥＴＦカーボン・エフィシェント日本株,ETF・ETN,-,-,-,-,-,-
20220729,2643,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパンカントリーＥＳＧリーダーズ指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2644,グローバルＸ　半導体関連－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2645,グローバルＸ　レジャー＆エンターテインメント－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2646,グローバルＸ　メタルビジネス－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2647,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジなし）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2648,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2649,ｉシェアーズ　米国政府系機関ジニーメイＭＢＳ　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20220729,2836,グローバルＸ　フィンテック－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2837,グローバルＸ　中小型リーダーズ　ＥＳＧ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2838,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20220729,2839,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20220729,2840,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20220729,2841,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20220729,2842,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００インバース,ETF・ETN,-,-,-,-,-,-
20220729,2843,上場インデックスファンド豪州国債（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20220729,2844,上場インデックスファンド豪州国債（為替ヘッジなし）,ETF・ETN,-,-,-,-,-,-
20220729,2845,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2846,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2847,グローバルＸ　新成長インフラ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2848,グローバルＸ　ＭＳＣＩ　気候変動対応－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2849,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　高配当　ＥＳＧ－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2850,ＮＥＸＴ　ＦＵＮＤＳ　ＳｏｌａｃｔｉｖｅジャパンＥＳＧコア指数連動型上場投信,ETF・ETN,-,-,-,-,-,-
20220729,2851,ｉシェアーズ　ＭＳＣＩ　ジャパンＳＲＩ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2852,ｉシェアーズ　グリーンＪリート　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2853,ｉシェアーズ　気候リスク調整世界国債　ＥＴＦ（除く日本・為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20220729,2854,グローバルＸ　テック・トップ２０－日本株式　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2855,グローバルＸ　グリーン・Ｊ－ＲＥＩＴ　ＥＴＦ,ETF・ETN,-,-,-,-,-,-
20220729,2856,ｉシェアーズ　米国債３－７年　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20220729,2857,ｉシェアーズ　ドイツ国債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,-,-,-,-,-,-
20220729,2858,グローバルＸ　日経２２５　カバード・コール　ＥＴＦ（プレミアム再投資型）,ETF・ETN,-,-,-,-,-,-
