Date,High,Low,Open,Close,Volume,Adj Close,sma01_5,sma02_25,sma03_50
2020-04-22,19137.94921875,18858.25,19109.1796875,19137.94921875,76400000,19137.94921875,19455.061328125,18751.922734375,20071.1786328125
2020-04-23,19429.439453125,19221.5390625,19313.0390625,19429.439453125,72600000,19429.439453125,19482.909375,18860.03828125,19986.0478125
2020-04-24,19352.240234375,19175.380859375,19331.859375,19262.0,84700000,19262.0,19355.857421875,18968.405078125,19894.06359375
2020-04-27,19819.060546875,19410.1796875,19410.83984375,19783.220703125,77600000,19783.220703125,19378.677734375,19084.222734375,19813.1733984375
2020-04-28,19841.779296875,19638.48046875,19776.1796875,19771.189453125,68600000,19771.189453125,19476.759765625,19151.376328125,19734.845390625
2020-04-30,20365.890625,20084.830078125,20105.6796875,20193.689453125,103400000,20193.689453125,19687.9078125,19177.258671875,19668.254375
2020-05-01,20000.25,19551.73046875,19991.970703125,19619.349609375,86600000,19619.349609375,19725.88984375,19215.448671875,19596.7653515625
2020-05-07,19720.869140625,19448.9296875,19468.51953125,19674.76953125,82900000,19674.76953125,19808.44375,19226.862265625,19522.2467578125
2020-05-08,20179.08984375,19894.580078125,19972.08984375,20179.08984375,82200000,20179.08984375,19887.617578125,19270.62703125,19456.245546875
2020-05-11,20534.880859375,20285.0390625,20333.73046875,20390.66015625,76200000,20390.66015625,20011.51171875,19329.573046875,19396.3239453125
2020-05-12,20457.369140625,20293.970703125,20413.23046875,20366.48046875,67700000,20366.48046875,20046.069921875,19421.615859375,19351.5453515625
2020-05-13,20329.890625,20056.4609375,20140.919921875,20267.05078125,79500000,20267.05078125,20175.61015625,19519.5490625,19308.362578125
2020-05-14,20185.0,19902.9296875,20140.490234375,19914.779296875,76900000,19914.779296875,20223.612109375,19603.33265625,19267.6935546875
2020-05-15,20198.25,19832.880859375,20149.7890625,20037.470703125,75200000,20037.470703125,20195.28828125,19661.779453125,19245.58375
2020-05-18,20197.58984375,19999.099609375,20097.619140625,20133.73046875,71900000,20133.73046875,20143.90234375,19709.121484375,19221.3767578125
2020-05-19,20659.4609375,20433.44921875,20469.51953125,20433.44921875,93000000,20433.44921875,20157.29609375,19752.32984375,19208.3911328125
2020-05-20,20684.4609375,20454.029296875,20454.490234375,20595.150390625,71800000,20595.150390625,20222.916015625,19802.305078125,19198.2929296875
2020-05-21,20734.91015625,20503.869140625,20692.58984375,20552.310546875,62900000,20552.310546875,20350.422265625,19844.4575,19182.7567578125
2020-05-22,20615.119140625,20334.990234375,20583.94921875,20388.16015625,71100000,20388.16015625,20420.56015625,19898.247890625,19175.5249609375
2020-05-25,20741.650390625,20584.060546875,20653.41015625,20741.650390625,55100000,20741.650390625,20542.144140625,19942.361484375,19196.3827734375
2020-05-26,21328.33984375,20918.109375,20927.9609375,21271.169921875,87200000,21271.169921875,20709.68828125,20011.2046875,19224.4637890625
2020-05-27,21475.6796875,21142.720703125,21249.310546875,21419.23046875,112000000,21419.23046875,20874.504296875,20096.3659375,19264.5271875
2020-05-28,21926.2890625,21580.5,21612.900390625,21916.310546875,134000000,21916.310546875,21147.304296875,20177.12796875,19331.66078125
2020-05-29,21955.439453125,21710.80078125,21807.630859375,21877.890625,153200000,21877.890625,21445.250390625,20265.478828125,19420.597578125
2020-06-01,22161.390625,21898.990234375,21910.890625,22062.390625,72200000,22062.390625,21709.3984375,20376.74328125,19521.804609375
2020-06-02,22401.7890625,22118.400390625,22175.51953125,22325.609375,77900000,22325.609375,21920.286328125,20504.2496875,19628.0862109375
2020-06-03,22818.869140625,22462.6796875,22649.009765625,22613.759765625,94100000,22613.759765625,22159.1921875,20631.6225,19745.830390625
2020-06-04,22907.919921875,22501.810546875,22885.140625,22695.740234375,92000000,22695.740234375,22315.078125,20768.972109375,19868.68859375
2020-06-05,22865.880859375,22563.560546875,22613.080078125,22863.73046875,85600000,22863.73046875,22512.24609375,20892.1925,19988.2076171875
2020-06-08,23178.099609375,23028.619140625,23121.98046875,23178.099609375,108500000,23178.099609375,22735.387890625,21028.46890625,20089.9226171875
2020-06-09,23185.849609375,22933.140625,23135.7890625,23091.029296875,91500000,23091.029296875,22888.471875,21144.3625,20160.8105859375
2020-06-10,23175.8203125,22900.30078125,22939.0,23124.94921875,75600000,23124.94921875,22990.709765625,21284.586484375,20250.017578125
2020-06-11,22939.390625,22466.5390625,22848.01953125,22472.91015625,105900000,22472.91015625,22946.14375,21396.512109375,20311.6871875
2020-06-12,22350.30078125,21786.9296875,22082.119140625,22305.48046875,120500000,22305.48046875,22834.49375,21481.567734375,20376.0973828125
2020-06-15,22251.830078125,21529.830078125,22135.26953125,21530.94921875,78500000,21530.94921875,22505.063671875,21527.179296875,20428.376171875
2020-06-16,22624.140625,21899.48046875,21912.2890625,22582.2109375,100100000,22582.2109375,22403.3,21615.808515625,20518.7121875
2020-06-17,22536.380859375,22318.0703125,22517.140625,22455.759765625,72500000,22455.759765625,22269.462109375,21703.356875,20611.45296875
2020-06-18,22432.25,22125.349609375,22363.880859375,22355.4609375,65200000,22355.4609375,22245.972265625,21800.984140625,20702.1583984375
2020-06-19,22523.66015625,22352.16015625,22515.75,22478.7890625,97000000,22478.7890625,22280.633984375,21898.636875,20780.2081640625
2020-06-22,22575.740234375,22311.939453125,22353.689453125,22437.26953125,54600000,22437.26953125,22461.898046875,21990.7784375,20849.9499609375
2020-06-23,22693.890625,22257.140625,22636.060546875,22549.05078125,0,22549.05078125,22455.266015625,22075.4025,20913.866171875
2020-06-24,22663.2890625,22479.859375,22541.009765625,22534.3203125,67000000,22534.3203125,22470.978125,22152.969296875,20977.6371875
2020-06-25,22423.41015625,22165.140625,22287.869140625,22259.7890625,80800000,22259.7890625,22451.84375,22221.2684375,21032.86296875
2020-06-26,22589.140625,22408.26953125,22424.369140625,22512.080078125,66600000,22512.080078125,22458.501953125,22306.225234375,21102.2365625
2020-06-29,22281.380859375,21969.58984375,22255.05078125,21995.0390625,73700000,21995.0390625,22370.055859375,22356.36078125,21149.3611328125
2020-06-30,22448.30078125,22273.380859375,22335.099609375,22288.140625,74200000,22288.140625,22317.873828125,22397.039609375,21204.1221484375
2020-07-01,22360.310546875,22039.560546875,22338.30078125,22121.73046875,67400000,22121.73046875,22235.355859375,22425.139609375,21260.7527734375
2020-07-02,22267.509765625,22072.109375,22182.6796875,22145.9609375,73600000,22145.9609375,22212.590234375,22434.325625,21305.726796875
2020-07-03,22312.439453125,22154.970703125,22266.91015625,22306.48046875,51700000,22306.48046875,22171.4703125,22451.46921875,21358.4740234375
2020-07-06,22734.109375,22325.75,22341.26953125,22714.439453125,58000000,22714.439453125,22315.350390625,22477.551171875,21427.1472265625
2020-07-07,22742.279296875,22540.439453125,22649.900390625,22614.689453125,62700000,22614.689453125,22380.66015625,22489.114375,21496.68203125
2020-07-08,22667.94921875,22438.650390625,22481.609375,22438.650390625,64900000,22438.650390625,22444.044140625,22482.11,21556.86625
2020-07-09,22679.080078125,22434.380859375,22442.30078125,22529.2890625,65200000,22529.2890625,22520.709765625,22475.451953125,21622.21203125
2020-07-10,22563.6796875,22285.0703125,22534.970703125,22290.810546875,78800000,22290.810546875,22517.57578125,22452.53515625,21672.363828125
2020-07-13,22784.740234375,22561.470703125,22591.810546875,22784.740234375,71200000,22784.740234375,22531.6359375,22436.80078125,21732.63484375
2020-07-14,22677.01953125,22538.779296875,22631.869140625,22587.009765625,61000000,22587.009765625,22526.1,22416.64,21780.50125
2020-07-15,22965.560546875,22800.109375,22817.91015625,22945.5,72600000,22945.5,22627.469921875,22409.46203125,21847.0242578125
2020-07-16,22925.900390625,22739.419921875,22907.9609375,22770.359375,89400000,22770.359375,22675.683984375,22421.36,21908.9360546875
2020-07-17,22857.8203125,22643.51953125,22807.5703125,22696.419921875,55900000,22696.419921875,22756.805859375,22436.997578125,21959.28265625
2020-07-20,22788.529296875,22580.189453125,22772.0703125,22717.48046875,50000000,22717.48046875,22743.35390625,22484.458828125,22005.8190625
2020-07-21,22925.580078125,22780.220703125,22789.380859375,22884.220703125,68600000,22884.220703125,22802.79609375,22496.53921875,22056.1738671875
2020-07-22,22855.310546875,22732.919921875,22791.75,22751.609375,65400000,22751.609375,22764.01796875,22508.373203125,22105.8650390625
2020-07-27,22741.130859375,22429.5703125,22495.94921875,22715.849609375,71800000,22715.849609375,22753.116015625,22522.78875,22161.8864453125
2020-07-28,22842.189453125,22646.220703125,22735.01953125,22657.380859375,67800000,22657.380859375,22745.308203125,22529.932421875,22214.2846484375
2020-07-29,22584.869140625,22366.33984375,22543.890625,22397.109375,74300000,22397.109375,22681.233984375,22528.326015625,22259.5522265625
2020-07-30,22506.599609375,22334.7109375,22489.240234375,22339.23046875,77800000,22339.23046875,22572.2359375,22519.933203125,22297.6678515625
2020-07-31,22295.05078125,21710.0,22267.58984375,21710.0,106600000,21710.0,22363.9140625,22486.960390625,22319.96484375
2020-08-03,22214.58984375,21919.830078125,21947.580078125,22195.380859375,84000000,22195.380859375,22259.8203125,22484.3840625,22352.82625
2020-08-04,22603.8203125,22379.740234375,22379.740234375,22573.66015625,89100000,22573.66015625,22243.076171875,22486.847265625,22396.53625
2020-08-05,22554.19921875,22356.25,22479.720703125,22514.849609375,74000000,22514.849609375,22266.62421875,22507.6396875,22432.000234375
2020-08-06,22587.75,22362.890625,22471.7109375,22418.150390625,62600000,22418.150390625,22282.408203125,22512.840078125,22454.93984375
2020-08-07,22436.16015625,22204.609375,22433.779296875,22329.939453125,66700000,22329.939453125,22406.39609375,22521.1684375,22473.1540234375
2020-08-11,22760.869140625,22497.0703125,22505.509765625,22750.240234375,99300000,22750.240234375,22517.36796875,22545.339609375,22489.8326171875
2020-08-12,22874.369140625,22670.740234375,22747.439453125,22843.9609375,90800000,22843.9609375,22571.428125,22566.838828125,22509.1540234375
2020-08-13,23316.689453125,23111.5,23123.359375,23249.609375,84800000,23249.609375,22718.380078125,22588.245625,22532.8983984375
2020-08-14,23338.7890625,23222.849609375,23323.919921875,23289.359375,59800000,23289.359375,22892.621875,22615.232421875,22552.1733984375
2020-08-17,23248.75,23068.529296875,23189.48046875,23096.75,43600000,23096.75,23045.983984375,22641.55640625,22561.833203125
2020-08-18,23128.1796875,22948.890625,23097.80078125,23051.080078125,55600000,23051.080078125,23106.151953125,22662.428046875,22568.94
2020-08-19,23149.849609375,22953.599609375,22997.9296875,23110.609375,50100000,23110.609375,23159.481640625,22695.22,22573.877578125
2020-08-20,23078.359375,22851.830078125,23003.580078125,22880.619140625,50200000,22880.619140625,23085.68359375,22699.05515625,22567.92796875
2020-08-21,23135.4296875,22920.30078125,23022.759765625,22920.30078125,51200000,22920.30078125,23011.871875,22712.386796875,22564.5133984375
2020-08-24,23012.7109375,22862.5390625,22913.19921875,22985.509765625,40600000,22985.509765625,22989.623828125,22713.9871875,22561.724609375
2020-08-25,23431.0390625,23225.390625,23242.740234375,23296.76953125,75300000,23296.76953125,23038.76171875,22735.04359375,22578.201796875
2020-08-26,23348.80078125,23203.0,23257.05078125,23290.859375,47800000,23290.859375,23074.81171875,22758.821171875,22597.909375
2020-08-27,23323.0703125,23177.849609375,23311.0390625,23208.859375,52700000,23208.859375,23140.459765625,22778.476328125,22631.467578125
2020-08-28,23376.130859375,22594.7890625,23232.30078125,22882.650390625,98100000,22882.650390625,23132.9296875,22778.413515625,22637.4763671875
2020-08-31,23342.3203125,23102.609375,23147.140625,23139.759765625,81000000,23139.759765625,23163.7796875,22793.93953125,22651.1563671875
2020-09-01,23206.66015625,23047.76953125,23089.630859375,23138.0703125,59600000,23138.0703125,23132.03984375,22810.828359375,22666.8085546875
2020-09-02,23287.400390625,23170.8203125,23261.08984375,23247.150390625,52600000,23247.150390625,23123.298046875,22834.419140625,22682.17578125
2020-09-03,23580.509765625,23426.109375,23524.490234375,23465.529296875,57500000,23465.529296875,23174.63203125,22877.1559375,22702.7409765625
2020-09-04,23257.689453125,23098.76953125,23130.3203125,23205.4296875,59300000,23205.4296875,23239.187890625,22911.80390625,22715.8685546875
2020-09-07,23218.220703125,23086.890625,23145.470703125,23089.94921875,57300000,23089.94921875,23229.22578125,22967.001875,22726.9811328125
2020-09-08,23277.66015625,23129.66015625,23188.7890625,23274.130859375,62100000,23274.130859375,23256.437890625,23010.151875,22747.26796875
2020-09-09,23059.01953125,22878.7109375,22966.890625,23032.5390625,84400000,23032.5390625,23213.515625,23028.50703125,22757.6771484375
2020-09-10,23250.310546875,23134.01953125,23193.470703125,23235.470703125,67600000,23235.470703125,23167.50390625,23057.331875,22782.48578125
2020-09-11,23412.9296875,23114.630859375,23114.630859375,23406.490234375,76900000,23406.490234375,23207.716015625,23096.86546875,22804.8527734375
2020-09-14,23582.2109375,23429.419921875,23431.16015625,23559.30078125,65400000,23559.30078125,23301.586328125,23146.039921875,22833.6041796875
2020-09-15,23477.859375,23351.349609375,23438.830078125,23454.890625,61800000,23454.890625,23337.73828125,23174.2259375,22859.7827734375
2020-09-16,23506.44921875,23397.4296875,23425.23046875,23475.529296875,63000000,23475.529296875,23426.336328125,23199.488671875,22883.16375
2020-09-17,23446.390625,23272.23046875,23416.619140625,23319.369140625,61100000,23319.369140625,23443.116015625,23202.2790625,22895.26234375
2020-09-18,23398.4609375,23290.189453125,23321.189453125,23360.30078125,82600000,23360.30078125,23433.878125,23205.11671875,22910.1745703125
2020-09-23,23370.130859375,23154.44921875,23245.890625,23346.490234375,77000000,23346.490234375,23391.316015625,23215.106328125,22928.3313671875
2020-09-24,23234.720703125,23039.48046875,23215.0,23087.8203125,70500000,23087.8203125,23317.901953125,23216.5759375,22939.5019921875
2020-09-25,23272.669921875,23154.66015625,23217.330078125,23204.619140625,72200000,23204.619140625,23263.719921875,23220.336328125,22957.7781640625
2020-09-28,23516.0390625,23303.029296875,23391.9609375,23511.619140625,82000000,23511.619140625,23302.169921875,23245.576328125,22972.3157421875
2020-09-29,23622.740234375,23347.640625,23410.5,23539.099609375,61300000,23539.099609375,23337.9296875,23270.32828125,22991.3575390625
2020-09-30,23522.380859375,23170.890625,23478.849609375,23185.119140625,88200000,23185.119140625,23305.65546875,23278.31265625,22996.149921875
2020-10-02,23365.580078125,22951.41015625,23294.80078125,23029.900390625,86300000,23029.900390625,23294.071484375,23267.637890625,23001.3407421875
2020-10-05,23377.4296875,23252.689453125,23254.279296875,23312.140625,59500000,23312.140625,23315.57578125,23268.489140625,23013.65515625
2020-10-06,23441.16015625,23331.400390625,23420.0703125,23433.73046875,57700000,23433.73046875,23299.998046875,23277.483984375,23027.98015625
2020-10-07,23432.73046875,23272.44921875,23272.44921875,23422.8203125,52100000,23422.8203125,23276.7421875,23299.09078125,23038.7521484375
2020-10-08,23701.76953125,23477.73046875,23506.33984375,23647.0703125,56300000,23647.0703125,23369.132421875,23319.383203125,23056.6613671875
2020-10-09,23725.580078125,23552.73046875,23713.859375,23619.689453125,56100000,23619.689453125,23487.090234375,23338.64796875,23074.7381640625
2020-10-12,23597.91015625,23501.259765625,23588.740234375,23558.689453125,44900000,23558.689453125,23536.4,23351.10953125,23092.7643359375
2020-10-13,23667.900390625,23490.94921875,23667.900390625,23601.779296875,47200000,23601.779296875,23570.009765625,23356.55953125,23116.857734375
2020-10-14,23656.69921875,23518.810546875,23545.66015625,23626.73046875,54000000,23626.73046875,23610.791796875,23373.4115625,23142.607734375
2020-10-15,23581.16015625,23458.4296875,23548.44921875,23507.23046875,48300000,23507.23046875,23582.823828125,23390.1028125,23178.55234375
2020-10-16,23538.740234375,23382.669921875,23478.400390625,23410.630859375,48100000,23410.630859375,23541.012109375,23395.5628125,23202.85734375
2020-10-19,23707.16015625,23543.689453125,23543.689453125,23671.130859375,46300000,23671.130859375,23563.500390625,23421.106484375,23224.8067578125
2020-10-20,23674.869140625,23518.2890625,23587.869140625,23567.0390625,48700000,23567.0390625,23556.55234375,23434.36921875,23245.850546875
2020-10-21,23702.30078125,23611.330078125,23615.51953125,23639.4609375,53300000,23639.4609375,23559.0984375,23443.688046875,23270.2767578125
2020-10-22,23555.779296875,23436.169921875,23525.58984375,23474.26953125,44900000,23474.26953125,23552.50625,23440.286796875,23293.163359375
2020-10-23,23587.900390625,23469.130859375,23558.7109375,23516.58984375,49200000,23516.58984375,23573.698046875,23442.754765625,23308.4903515625
2020-10-26,23572.599609375,23475.51953125,23520.779296875,23494.33984375,41700000,23494.33984375,23538.33984375,23443.5071875,23321.4979296875
2020-10-27,23485.80078125,23232.310546875,23376.9609375,23485.80078125,52700000,23485.80078125,23522.0921875,23450.164453125,23326.2217578125
2020-10-28,23451.029296875,23334.23046875,23372.609375,23418.509765625,67100000,23418.509765625,23477.901953125,23452.4928125,23328.804765625
2020-10-29,23374.099609375,23170.759765625,23170.759765625,23331.939453125,57500000,23331.939453125,23449.4359375,23451.91078125,23333.5085546875
2020-10-30,23320.7109375,22948.470703125,23320.7109375,22977.130859375,76700000,22977.130859375,23341.544140625,23447.483203125,23332.0295703125
2020-11-02,23370.91015625,23096.7890625,23110.740234375,23295.48046875,69700000,23295.48046875,23301.772265625,23451.11765625,23335.7269921875
2020-11-04,23801.880859375,23505.779296875,23619.580078125,23695.23046875,81600000,23695.23046875,23343.658203125,23458.462109375,23352.01921875
2020-11-05,24112.419921875,23756.779296875,23776.19921875,24105.279296875,78600000,24105.279296875,23481.012109375,23481.109296875,23375.7187890625
2020-11-06,24389.0,24039.16015625,24076.220703125,24325.23046875,73200000,24325.23046875,23679.6703125,23526.71375,23402.513203125
2020-11-09,24962.80078125,24541.279296875,24568.83984375,24839.83984375,67000000,24839.83984375,24052.212109375,23599.111328125,23433.374609375
2020-11-10,25279.939453125,24833.1796875,25087.30078125,24905.58984375,128200000,24905.58984375,24374.233984375,23662.849296875,23465.66921875
2020-11-11,25401.30078125,25145.66015625,25145.66015625,25349.599609375,102500000,25349.599609375,24705.1078125,23739.4840625,23508.4840234375
2020-11-12,25587.9609375,25316.599609375,25439.349609375,25520.880859375,80500000,25520.880859375,24988.228125,23823.406484375,23561.2486328125
2020-11-13,25456.1796875,25215.310546875,25405.640625,25385.869140625,77600000,25385.869140625,25200.355859375,23892.9584375,23606.1708203125
2020-11-16,25928.1796875,25640.2890625,25652.689453125,25906.9296875,84900000,25906.9296875,25413.773828125,23984.448046875,23661.5480078125
2020-11-17,26057.30078125,25851.5390625,26043.44921875,26014.619140625,84800000,26014.619140625,25635.5796875,24082.685234375,23716.8973828125
2020-11-18,25882.140625,25656.69921875,25860.55078125,25728.140625,69200000,25728.140625,25711.287890625,24167.7396875,23762.149609375
2020-11-19,25650.859375,25474.939453125,25628.73046875,25634.33984375,82000000,25634.33984375,25733.9796875,24248.0440625,23810.7278125
2020-11-20,25555.369140625,25425.58984375,25486.830078125,25527.369140625,63400000,25527.369140625,25762.2796875,24328.849609375,23859.4762109375
2020-11-24,26261.779296875,25901.44921875,25901.44921875,26165.58984375,81700000,26165.58984375,25814.01171875,24439.04796875,23917.305390625
